age,gender,current_country,highest_education,field_of_study,years_of_experience,english_proficiency,academic_score,current_salary_usd,available_funds_usd,loan_eligibility,family_support,risk_tolerance,target_role,career_switch,priority_income,priority_pr,priority_stability,uk_hourly_wage,uk_employment_rate,uk_psw_available,uk_pr_years_required,uk_university_tier,uk_degree_duration_years,uk_city,uk_cost_of_living_monthly,uk_accommodation_monthly,uk_relocation_cost,local_avg_salary,local_cost_of_living_monthly,local_employment_rate,uk_avg_salary_target_role,uk_skill_shortage,uk_tuition_cost_usd,uk_outcome_score
27,male,India,Bachelor,Web Developer,2.3,4,88,9446,17118,no,no,low,Web Developer,no,1,5,1,36,71,yes,5,Non-Russell,1,Manchester,1339,741,3879,9274,535,63,74880,yes,15400,69.6
26,male,India,Bachelor,AI Engineer,5.8,5,63,11048,19630,no,no,medium,Software Engineer,no,5,5,5,32,75,yes,5,Russell,1,Leeds,1162,804,3811,9338,435,67,66560,no,24886,48.1
34,male,India,Bachelor,AI Engineer,0.5,5,83,5644,29671,no,no,high,Web Developer,yes,3,5,1,33,84,yes,5,Non-Russell,2,Leeds,1084,570,3630,8007,581,63,68640,yes,15582,67.7
34,female,India,Bachelor,Cybersecurity Analyst,4.1,3,84,7968,10607,no,no,low,Business Analyst,no,4,1,5,43,84,yes,5,Russell,2,Leeds,954,657,2276,10557,302,70,89440,yes,18599,84.7
26,male,India,Master,Data Analyst,3.0,5,60,6716,13930,yes,yes,low,AI Engineer,yes,3,4,5,39,75,yes,5,Non-Russell,2,Leeds,1207,518,3881,8412,358,58,81120,yes,12892,81.1
26,female,India,Master,Business Analyst,2.3,5,72,4190,12022,yes,no,high,Software Engineer,no,2,2,5,40,71,yes,5,Russell,1,London,1415,554,2903,13901,415,56,83200,yes,21709,63.3
33,female,India,Bachelor,Data Analyst,3.8,5,63,9319,19991,no,yes,medium,Web Developer,yes,5,5,1,26,78,yes,5,Russell,1,Manchester,1198,714,2157,8151,430,67,54080,no,25726,32.1
23,female,India,Master,Software Engineer,4.2,3,79,5335,29168,no,yes,high,Web Developer,no,5,2,3,43,73,yes,5,Non-Russell,2,Leeds,1451,708,3333,9182,500,67,89440,yes,18623,81.9
26,male,India,Bachelor,Data Analyst,0.0,5,77,8803,14617,no,no,low,Business Analyst,yes,5,2,1,43,82,yes,5,Non-Russell,1,London,1129,520,3332,6427,591,73,89440,yes,12582,99.3
28,male,India,Master,Software Engineer,1.0,5,65,7106,11151,yes,yes,high,Cybersecurity Analyst,no,5,5,3,29,76,yes,5,Non-Russell,2,Manchester,1276,781,1953,10564,397,66,60320,no,18051,45.0
31,female,India,Bachelor,Software Engineer,4.3,3,62,4378,13580,yes,no,medium,AI Engineer,yes,1,4,2,33,75,yes,5,Non-Russell,1,London,1185,748,2240,7014,515,58,68640,yes,19000,62.0
31,male,India,Master,Business Analyst,4.0,5,82,8482,15054,no,no,low,Cybersecurity Analyst,no,1,2,2,21,80,yes,5,Russell,1,Leeds,1037,527,3269,7604,423,64,43680,no,24238,23.8
22,male,India,Bachelor,Web Developer,5.8,5,72,7829,15619,yes,no,medium,Software Engineer,no,4,3,1,22,82,yes,5,Non-Russell,1,Birmingham,1377,795,3880,6869,372,70,45760,no,14640,33.6
25,male,India,Bachelor,Cybersecurity Analyst,4.6,3,86,10380,23823,no,no,high,AI Engineer,yes,5,2,3,25,80,yes,5,Non-Russell,1,London,1514,710,3857,12913,429,73,52000,no,13973,33.5
34,female,India,Master,Data Analyst,5.7,4,75,4615,21247,no,no,high,Business Analyst,yes,2,5,3,18,72,yes,5,Non-Russell,1,Leeds,906,784,2943,8727,326,62,37440,no,18371,22.5
21,female,India,Bachelor,Software Engineer,4.2,3,86,9638,12573,no,yes,medium,Software Engineer,yes,4,1,3,23,77,yes,5,Non-Russell,1,Nottingham,1575,519,3248,8852,464,60,47840,no,15417,31.1
32,male,India,Master,Data Analyst,1.8,5,64,6330,23339,no,no,high,AI Engineer,yes,5,2,2,32,76,yes,5,Non-Russell,1,Manchester,1318,519,3901,6885,367,58,66560,no,16114,58.9
21,female,India,Master,Web Developer,0.6,5,63,10144,11491,no,no,medium,AI Engineer,yes,1,4,1,21,78,yes,5,Russell,2,Leeds,1371,829,2323,8608,313,61,43680,no,24100,16.0
25,male,India,Bachelor,Cybersecurity Analyst,4.7,5,80,5754,8706,no,yes,high,Cybersecurity Analyst,no,2,3,4,38,72,yes,5,Non-Russell,1,Nottingham,1319,895,1644,7273,397,68,79040,yes,19844,70.0
32,male,India,Master,Web Developer,3.9,3,67,4463,23728,no,no,medium,Software Engineer,yes,4,3,3,28,70,yes,5,Non-Russell,1,London,1175,619,3506,13649,578,67,58240,no,14415,47.4
33,male,India,Master,Cybersecurity Analyst,0.3,5,78,11397,14997,yes,no,medium,Business Analyst,yes,2,1,3,22,71,yes,5,Non-Russell,2,London,1460,596,2567,10426,546,59,45760,no,19042,24.9
23,male,India,Master,AI Engineer,2.2,5,73,4966,13233,no,yes,low,Business Analyst,no,5,1,4,35,81,yes,5,Russell,2,Nottingham,1507,619,3286,7955,411,63,72800,yes,21831,56.0
24,female,India,Master,Cybersecurity Analyst,5.7,3,66,8267,13755,yes,yes,low,Software Engineer,yes,3,2,1,41,80,yes,5,Russell,2,Nottingham,1470,524,2909,6586,506,57,85280,yes,22583,74.7
23,female,India,Master,Business Analyst,3.0,4,73,7158,25718,no,no,medium,Software Engineer,yes,2,5,3,32,84,yes,5,Russell,2,Manchester,1588,652,3262,6200,532,64,66560,no,24235,47.9
21,female,India,Bachelor,Web Developer,2.6,4,65,7624,29972,no,yes,high,Web Developer,yes,2,4,1,35,81,yes,5,Non-Russell,1,London,989,744,2409,10549,360,69,72800,yes,16821,66.2
21,male,India,Master,Software Engineer,2.7,5,71,9242,26231,yes,no,high,Data Analyst,no,1,3,3,37,70,yes,5,Non-Russell,1,Nottingham,1181,759,2260,13671,384,74,76960,yes,15822,66.2
32,male,India,Master,AI Engineer,1.3,3,75,8938,14851,yes,yes,high,Cybersecurity Analyst,yes,5,1,5,30,80,yes,5,Russell,2,Birmingham,1447,503,3016,9617,482,71,62400,no,24500,39.3
32,male,India,Master,Business Analyst,2.2,5,76,9417,20126,no,no,medium,Software Engineer,no,2,4,3,22,74,yes,5,Russell,1,Birmingham,1070,892,2030,6825,538,60,45760,no,23851,29.2
34,female,India,Master,Data Analyst,2.2,3,72,10004,15865,yes,no,medium,Software Engineer,no,5,5,5,18,84,yes,5,Non-Russell,2,Nottingham,1537,642,2859,6110,549,57,37440,no,17623,20.5
33,male,India,Master,Web Developer,0.3,3,82,4689,20118,no,no,medium,Data Analyst,yes,1,3,1,39,79,yes,5,Non-Russell,1,Manchester,1254,781,3527,8911,370,72,81120,yes,14477,77.9
34,female,India,Bachelor,Software Engineer,4.6,4,73,6622,11317,no,yes,medium,Data Analyst,no,5,3,3,35,83,yes,5,Non-Russell,1,London,1103,834,3677,9899,527,59,72800,yes,16943,67.7
25,female,India,Master,Cybersecurity Analyst,2.5,4,88,9603,20212,yes,no,low,AI Engineer,yes,1,5,2,31,71,yes,5,Russell,1,Birmingham,1188,845,2507,6907,384,67,64480,no,22076,51.0
26,female,India,Bachelor,Software Engineer,4.9,3,66,6212,19347,yes,yes,medium,Business Analyst,yes,1,3,2,22,72,yes,5,Non-Russell,1,Nottingham,1361,719,3037,11868,570,55,45760,no,14245,31.0
23,female,India,Bachelor,Data Analyst,5.1,5,73,10120,18390,yes,no,high,Cybersecurity Analyst,yes,4,5,4,23,77,yes,5,Non-Russell,1,Nottingham,1508,826,2773,11663,589,71,47840,no,19140,25.8
32,female,India,Bachelor,AI Engineer,1.3,4,74,9818,22863,yes,no,low,AI Engineer,yes,5,3,2,44,84,yes,5,Russell,2,Leeds,1072,659,2446,11328,535,57,91520,yes,23442,82.0
29,female,India,Bachelor,AI Engineer,3.9,5,71,4382,24548,no,no,high,Software Engineer,yes,3,2,5,41,79,yes,5,Russell,1,Nottingham,1200,575,2661,9715,590,73,85280,yes,27547,69.8
25,male,India,Master,Web Developer,2.8,4,76,6256,15060,yes,no,medium,Data Analyst,no,4,5,2,42,83,yes,5,Russell,1,Manchester,1499,598,2798,9689,338,74,87360,yes,24360,68.1
28,male,India,Bachelor,AI Engineer,5.3,4,68,7810,23504,yes,no,low,Web Developer,no,1,4,2,33,74,yes,5,Non-Russell,1,Birmingham,1428,679,2501,12176,505,66,68640,yes,13263,58.9
33,female,India,Bachelor,Web Developer,1.3,5,81,7503,11057,yes,yes,medium,Business Analyst,no,3,2,2,39,73,yes,5,Russell,1,Leeds,1039,626,3688,6554,482,62,81120,yes,21505,77.0
21,female,India,Master,Web Developer,4.1,4,74,5412,12428,yes,yes,low,AI Engineer,no,2,4,3,38,74,yes,5,Russell,1,Birmingham,1177,531,3467,7903,486,62,79040,yes,18802,74.0
34,male,India,Master,Web Developer,3.6,4,71,5583,8402,yes,yes,high,Web Developer,yes,2,3,4,29,79,yes,5,Non-Russell,2,Birmingham,1562,764,2381,6106,432,69,60320,no,14747,51.0
25,female,India,Master,Cybersecurity Analyst,1.8,5,61,10367,16605,no,no,medium,Business Analyst,yes,4,4,1,37,75,yes,5,Non-Russell,1,Manchester,1410,833,3347,9336,329,65,76960,yes,19562,62.7
23,female,India,Bachelor,Business Analyst,0.8,4,64,10146,23761,no,no,medium,Web Developer,no,3,2,4,35,81,yes,5,Russell,2,Nottingham,1245,512,3475,12369,554,74,72800,yes,18502,60.8
32,male,India,Master,Web Developer,3.9,4,72,4371,28541,yes,yes,low,Data Analyst,yes,5,5,5,19,76,yes,5,Non-Russell,1,Manchester,1039,879,3981,8534,442,55,39520,no,14565,29.9
21,female,India,Master,Web Developer,4.4,4,86,9806,8867,yes,no,low,AI Engineer,no,3,1,3,40,83,yes,5,Russell,1,Nottingham,1013,851,3130,8226,402,70,83200,yes,25939,71.1
24,female,India,Bachelor,Business Analyst,1.9,5,79,9565,21779,no,no,medium,AI Engineer,no,4,4,3,38,82,yes,5,Non-Russell,2,Leeds,1479,838,1672,9293,373,68,79040,yes,18918,65.8
33,female,India,Master,Software Engineer,3.9,3,82,4610,23155,yes,no,low,Business Analyst,no,5,1,2,40,78,yes,5,Non-Russell,1,Manchester,1406,899,1972,7393,354,61,83200,yes,18704,74.6
25,male,India,Master,Web Developer,2.4,5,67,4115,16210,no,yes,medium,Web Developer,no,5,4,2,30,70,yes,5,Russell,1,Manchester,1265,895,2946,8684,535,60,62400,no,22719,46.4
27,male,India,Master,Cybersecurity Analyst,4.3,3,86,11437,8364,no,yes,low,Data Analyst,yes,2,4,5,44,73,yes,5,Russell,2,London,1590,701,3986,8835,359,58,91520,yes,25748,71.6
21,male,India,Master,AI Engineer,1.2,4,73,4446,23366,yes,yes,high,Software Engineer,yes,3,5,3,34,81,yes,5,Russell,1,Manchester,1536,517,1997,6166,323,62,70720,yes,20870,55.1
23,female,India,Bachelor,AI Engineer,5.3,3,74,5391,14571,no,yes,low,AI Engineer,no,5,3,1,34,81,yes,5,Non-Russell,2,London,1296,896,3716,8710,321,73,70720,yes,12544,66.1
22,female,India,Master,Data Analyst,1.7,5,70,7324,24963,yes,yes,high,Software Engineer,no,4,2,4,33,78,yes,5,Russell,2,Nottingham,1558,592,2488,9624,331,57,68640,yes,23968,43.9
29,male,India,Master,Data Analyst,2.2,5,60,5340,22017,yes,no,low,Data Analyst,no,2,2,3,38,74,yes,5,Non-Russell,2,Nottingham,1010,779,3105,8347,302,58,79040,yes,18446,73.7
30,female,India,Bachelor,AI Engineer,0.3,4,80,8510,14468,no,no,low,AI Engineer,no,5,2,1,35,77,yes,5,Non-Russell,1,Nottingham,1257,857,3975,7404,369,67,72800,yes,17363,65.6
26,female,India,Master,AI Engineer,0.7,3,62,11262,12150,no,no,medium,AI Engineer,no,3,3,1,25,81,yes,5,Russell,1,London,1137,895,1918,12178,459,56,52000,no,21169,31.5
30,female,India,Bachelor,Cybersecurity Analyst,3.1,4,76,9904,21065,yes,no,low,Web Developer,yes,2,1,4,20,70,yes,5,Non-Russell,2,Nottingham,902,815,2870,12550,387,65,41600,no,13230,30.4
23,female,India,Master,Business Analyst,1.6,4,87,6939,27423,no,yes,low,Software Engineer,no,3,2,1,34,73,yes,5,Non-Russell,1,Birmingham,1303,559,2213,7525,358,70,70720,yes,19542,59.2
28,female,India,Bachelor,Data Analyst,5.0,5,78,9143,12137,yes,yes,high,Web Developer,no,3,1,5,35,81,yes,5,Russell,2,Manchester,924,713,3749,10409,551,64,72800,yes,21940,63.8
34,male,India,Bachelor,Business Analyst,0.1,3,73,7699,20236,no,no,low,Cybersecurity Analyst,yes,3,3,1,43,83,yes,5,Non-Russell,1,London,1408,599,1678,10911,518,69,89440,yes,18621,80.6
28,female,India,Bachelor,Cybersecurity Analyst,2.3,3,81,10806,24836,no,yes,medium,Software Engineer,yes,2,3,5,43,81,yes,5,Non-Russell,2,Nottingham,1595,500,3604,10838,500,64,89440,yes,17141,79.5
22,male,India,Bachelor,AI Engineer,2.0,3,89,9969,20153,yes,no,high,Software Engineer,yes,5,5,1,40,78,yes,5,Russell,1,Birmingham,1364,542,3429,8774,376,56,83200,yes,24452,66.5
26,female,India,Master,Web Developer,0.1,3,82,5073,21833,yes,no,medium,Cybersecurity Analyst,yes,1,2,2,23,82,yes,5,Russell,2,Manchester,960,810,2445,6825,554,60,47840,no,27844,28.7
27,male,India,Bachelor,Business Analyst,0.7,4,67,11669,9381,yes,no,medium,Data Analyst,yes,5,5,1,25,70,yes,5,Non-Russell,1,Manchester,1407,667,3518,7124,546,68,52000,no,13512,44.8
22,female,India,Master,AI Engineer,2.5,4,72,8813,16154,no,no,medium,Data Analyst,yes,2,2,5,40,70,yes,5,Non-Russell,2,Nottingham,1022,691,2238,6568,569,56,83200,yes,18063,85.6
31,male,India,Bachelor,AI Engineer,3.0,5,86,7569,9467,yes,yes,medium,AI Engineer,yes,1,3,1,43,73,yes,5,Non-Russell,1,Birmingham,1396,533,3456,11334,438,64,89440,yes,12669,86.6
30,female,India,Bachelor,Software Engineer,2.4,4,79,9454,21439,yes,no,high,Business Analyst,yes,1,3,1,30,83,yes,5,Non-Russell,2,London,954,533,1611,7958,377,71,62400,no,12257,62.9
22,male,India,Bachelor,Business Analyst,3.2,4,62,7150,27122,no,yes,low,Web Developer,yes,1,4,1,25,72,yes,5,Russell,1,Nottingham,1062,675,2214,9739,379,62,52000,no,26063,28.3
30,female,India,Master,Web Developer,3.6,5,64,5605,25264,no,no,medium,Business Analyst,no,4,4,5,36,76,yes,5,Non-Russell,1,Manchester,1598,695,2901,12719,309,70,74880,yes,13070,60.8
21,male,India,Bachelor,Business Analyst,0.1,5,68,11194,20006,yes,no,high,AI Engineer,yes,2,3,1,23,80,yes,5,Non-Russell,2,Manchester,938,657,3438,8109,423,68,47840,no,13050,44.2
28,female,India,Master,AI Engineer,2.8,5,88,10414,11149,yes,no,medium,Business Analyst,no,4,3,4,40,72,yes,5,Non-Russell,1,Manchester,1596,744,2881,10464,485,64,83200,yes,16038,73.2
21,male,India,Master,Web Developer,5.8,4,65,8657,15892,yes,no,low,Software Engineer,no,1,1,4,32,70,yes,5,Non-Russell,1,Nottingham,982,865,2312,11487,333,67,66560,no,17146,56.4
29,male,India,Master,Cybersecurity Analyst,3.1,4,84,10947,28528,yes,yes,high,Software Engineer,no,4,1,5,27,81,yes,5,Russell,1,Leeds,1445,839,2708,13741,420,55,56160,no,27903,21.0
31,female,India,Master,Software Engineer,4.1,5,81,6294,24136,no,no,high,Cybersecurity Analyst,no,4,5,2,44,84,yes,5,Non-Russell,1,Leeds,1012,845,1536,10189,379,64,91520,yes,19564,86.9
26,female,India,Master,AI Engineer,1.9,5,61,11943,9168,no,yes,low,Cybersecurity Analyst,no,2,4,4,34,80,yes,5,Russell,2,Leeds,1324,834,3328,13636,505,66,70720,yes,18440,54.7
27,male,India,Master,Data Analyst,4.6,5,72,7662,20356,yes,no,high,AI Engineer,no,3,4,3,18,79,yes,5,Russell,1,Birmingham,1129,570,2751,13127,352,71,37440,no,20808,10.8
33,female,India,Master,Data Analyst,4.6,4,64,8482,11129,yes,no,low,AI Engineer,no,4,3,4,24,71,yes,5,Russell,1,Nottingham,1182,826,2309,13193,455,68,49920,no,20562,27.6
30,male,India,Master,Software Engineer,3.1,4,87,8797,23032,yes,no,high,AI Engineer,no,4,3,3,44,79,yes,5,Russell,2,Manchester,1186,613,1522,11554,573,59,91520,yes,21152,83.4
27,male,India,Master,Cybersecurity Analyst,5.9,3,86,10702,28029,no,yes,high,Software Engineer,yes,1,5,5,30,82,yes,5,Russell,1,Birmingham,1054,784,3026,13288,434,73,62400,no,27576,36.0
30,male,India,Bachelor,AI Engineer,0.8,4,84,9068,10526,yes,no,low,Business Analyst,no,1,4,2,20,73,yes,5,Non-Russell,2,Leeds,1064,642,2295,12193,397,59,41600,no,19288,20.8
23,female,India,Bachelor,Business Analyst,0.1,4,67,9480,19059,yes,no,low,Web Developer,no,1,1,3,36,70,yes,5,Russell,1,London,1081,596,1995,10094,540,69,74880,yes,27189,57.6
22,male,India,Bachelor,Software Engineer,4.6,4,82,4983,11516,no,no,high,AI Engineer,no,5,2,3,32,70,yes,5,Russell,2,Birmingham,1138,808,2399,8930,344,67,66560,no,20333,53.4
29,male,India,Bachelor,Cybersecurity Analyst,4.8,5,60,9607,27751,no,no,high,AI Engineer,no,4,5,4,22,81,yes,5,Russell,1,Birmingham,1548,819,1924,6763,498,71,45760,no,27614,16.6
28,female,India,Bachelor,Business Analyst,0.7,4,79,4351,18386,yes,no,low,Software Engineer,yes,1,2,3,28,83,yes,5,Non-Russell,2,Nottingham,1238,711,3565,12179,590,55,58240,no,14429,48.4
33,female,India,Master,Data Analyst,1.6,5,71,5724,11555,yes,yes,low,Web Developer,no,2,1,5,39,77,yes,5,Russell,2,Birmingham,1411,816,3482,11529,413,68,81120,yes,27654,56.2
32,female,India,Master,Data Analyst,0.1,3,82,5951,24012,no,yes,high,Software Engineer,yes,5,1,5,35,76,yes,5,Non-Russell,2,Nottingham,1165,684,2968,9360,576,58,72800,yes,12672,73.6
30,female,India,Master,Business Analyst,1.8,3,70,5279,22157,yes,no,high,Web Developer,yes,3,2,5,20,83,yes,5,Russell,1,London,1086,704,2733,9450,540,63,41600,no,24949,19.0
27,male,India,Master,Software Engineer,4.6,5,66,11389,13111,yes,no,high,Software Engineer,no,4,5,4,23,77,yes,5,Russell,2,Manchester,939,863,3297,8147,455,71,47840,no,20205,35.5
29,male,India,Master,Data Analyst,3.1,5,74,5907,14752,no,yes,low,Business Analyst,no,4,2,2,20,82,yes,5,Non-Russell,1,Manchester,1392,715,3758,9395,343,57,41600,no,16422,22.2
24,male,India,Master,AI Engineer,2.1,5,81,8848,24829,no,no,high,AI Engineer,yes,2,5,4,22,73,yes,5,Non-Russell,2,Leeds,1578,745,2064,10424,379,67,45760,no,13414,27.7
33,male,India,Master,Web Developer,2.2,4,83,10924,14364,no,yes,medium,Data Analyst,no,3,5,5,26,75,yes,5,Non-Russell,2,Leeds,1290,738,2804,9719,437,66,54080,no,15368,42.0
24,female,India,Bachelor,Business Analyst,0.0,3,70,5024,11626,yes,no,low,Data Analyst,no,3,3,4,36,84,yes,5,Russell,2,London,1159,792,3356,10801,450,70,74880,yes,25538,56.3
21,male,India,Bachelor,Business Analyst,1.8,5,88,4545,28400,no,no,high,AI Engineer,yes,5,4,5,44,82,yes,5,Non-Russell,1,Manchester,1554,890,1632,6220,541,58,91520,yes,18115,88.0
28,male,India,Bachelor,Data Analyst,3.9,4,81,9565,11875,no,yes,low,AI Engineer,yes,4,4,1,30,72,yes,5,Non-Russell,1,Leeds,1075,507,1948,11910,442,72,62400,no,15894,52.4
34,female,India,Bachelor,Software Engineer,5.8,3,85,8174,13497,yes,no,medium,AI Engineer,no,1,1,1,23,80,yes,5,Non-Russell,2,Birmingham,1228,577,3811,7861,598,57,47840,no,15846,39.2
34,male,India,Master,AI Engineer,5.1,4,75,9355,23979,yes,yes,low,AI Engineer,no,2,3,3,28,82,yes,5,Non-Russell,2,Nottingham,1099,823,3330,8614,349,71,58240,no,18227,46.6
32,male,India,Master,Software Engineer,0.1,3,62,6381,19529,no,yes,high,Web Developer,no,2,4,2,38,77,yes,5,Non-Russell,2,Leeds,1095,776,3658,11091,561,55,79040,yes,18289,73.0
23,male,India,Master,Cybersecurity Analyst,5.4,4,79,4888,24645,no,yes,medium,Business Analyst,yes,2,5,1,38,73,yes,5,Russell,2,London,1488,701,2349,7021,460,73,79040,yes,25161,62.0
27,male,India,Bachelor,Cybersecurity Analyst,4.7,3,73,11516,29376,yes,no,medium,Data Analyst,no,2,5,5,44,72,yes,5,Non-Russell,2,Manchester,1430,713,2761,6109,361,58,91520,yes,13194,93.5
32,male,India,Master,Web Developer,4.7,3,62,11265,21382,yes,yes,high,Cybersecurity Analyst,yes,1,2,4,31,73,yes,5,Russell,2,London,961,593,2980,10244,354,71,64480,no,21117,50.9
22,male,India,Master,Data Analyst,2.7,4,60,5105,12025,no,yes,high,Data Analyst,yes,1,2,4,23,75,yes,5,Non-Russell,2,Nottingham,1226,574,2400,12549,330,61,47840,no,13357,32.3
22,female,India,Master,Data Analyst,2.4,5,85,6549,18458,no,no,high,Data Analyst,no,5,5,3,23,80,yes,5,Non-Russell,2,Nottingham,1180,656,2258,9848,589,56,47840,no,18567,33.8
27,female,India,Bachelor,Data Analyst,1.8,3,80,5990,21844,yes,no,low,Software Engineer,yes,4,5,4,34,76,yes,5,Russell,1,London,1126,652,3039,13841,468,66,70720,yes,26337,46.9
26,male,India,Master,Web Developer,0.4,5,74,9596,28606,no,no,low,AI Engineer,no,1,2,1,28,76,yes,5,Russell,2,Leeds,1538,641,3399,6698,565,59,58240,no,22963,39.6
23,male,India,Bachelor,Cybersecurity Analyst,1.4,4,60,7998,12175,yes,no,low,AI Engineer,no,5,4,4,32,83,yes,5,Russell,1,Leeds,957,577,2361,13160,484,70,66560,no,24091,48.1
29,female,India,Bachelor,Software Engineer,1.5,5,76,7775,17174,no,no,high,AI Engineer,yes,3,1,1,26,84,yes,5,Russell,2,Manchester,1376,821,3347,11529,302,62,54080,no,19026,31.7
30,male,India,Bachelor,Web Developer,2.9,5,61,6812,11443,yes,no,high,Software Engineer,no,4,2,1,38,81,yes,5,Non-Russell,1,Manchester,1275,681,3740,13296,460,62,79040,yes,12568,73.2
34,male,India,Bachelor,Web Developer,4.5,5,88,4920,29395,yes,yes,low,Business Analyst,yes,1,4,2,34,73,yes,5,Russell,1,Birmingham,1142,694,2014,13651,559,67,70720,yes,19286,57.2
33,male,India,Master,Software Engineer,2.8,5,79,8645,18725,no,no,medium,Business Analyst,yes,3,4,3,41,77,yes,5,Non-Russell,2,Birmingham,1266,657,2467,6107,347,68,85280,yes,19469,79.9
26,female,India,Bachelor,Data Analyst,0.3,5,65,6061,8693,no,yes,low,Cybersecurity Analyst,no,5,4,5,24,76,yes,5,Non-Russell,1,Manchester,1399,645,3091,6388,553,65,49920,no,13945,42.8
30,male,India,Bachelor,AI Engineer,5.7,3,67,8487,16347,yes,no,medium,Business Analyst,no,1,3,1,24,71,yes,5,Non-Russell,1,Birmingham,1151,553,1583,6424,373,60,49920,no,12346,45.8
30,female,India,Master,Software Engineer,5.7,3,88,11514,19780,no,yes,high,Business Analyst,no,1,3,3,38,82,yes,5,Russell,2,London,1221,855,2297,8494,465,70,79040,yes,20293,70.4
26,male,India,Master,Cybersecurity Analyst,4.7,3,75,10453,26196,no,yes,high,AI Engineer,no,3,4,5,18,77,yes,5,Russell,2,Leeds,1275,776,3627,8965,559,69,37440,no,19612,18.5
21,female,India,Bachelor,Business Analyst,5.9,4,78,10529,21841,no,no,low,Web Developer,yes,1,5,4,42,78,yes,5,Russell,2,Birmingham,1308,808,3101,11187,303,70,87360,yes,18476,76.1
24,female,India,Master,Business Analyst,3.3,5,60,11376,22254,yes,no,low,Data Analyst,yes,2,3,3,44,74,yes,5,Non-Russell,1,Birmingham,1387,582,2021,13233,418,67,91520,yes,12613,86.7
30,male,India,Bachelor,Web Developer,5.8,3,62,9476,22021,no,yes,high,Business Analyst,yes,1,2,3,42,84,yes,5,Russell,2,London,1242,899,2722,8703,572,66,87360,yes,26974,73.5
26,female,India,Bachelor,Business Analyst,0.5,4,87,9069,21368,no,no,low,Business Analyst,no,4,3,3,25,73,yes,5,Russell,1,Nottingham,1139,655,3094,7999,525,72,52000,no,19947,39.3
26,male,India,Bachelor,AI Engineer,2.2,3,62,11768,13724,yes,no,high,Software Engineer,yes,3,5,4,22,73,yes,5,Non-Russell,2,Manchester,1038,503,1733,13732,369,72,45760,no,14218,30.6
31,female,India,Bachelor,Data Analyst,1.4,3,64,7639,9407,no,yes,high,Cybersecurity Analyst,yes,4,1,4,36,82,yes,5,Russell,2,London,1021,810,3342,11759,481,68,74880,yes,23260,60.5
32,male,India,Master,Cybersecurity Analyst,1.2,5,86,7165,16032,no,yes,medium,Web Developer,no,5,3,3,25,73,yes,5,Non-Russell,1,Nottingham,1319,770,3791,9575,563,56,52000,no,19417,35.8
25,male,India,Bachelor,AI Engineer,0.8,4,71,11260,22572,yes,yes,low,Software Engineer,no,4,4,2,34,75,yes,5,Russell,1,London,1460,563,2916,7527,480,56,70720,yes,25647,50.9
21,female,India,Master,Cybersecurity Analyst,3.7,5,71,8435,25794,yes,no,high,AI Engineer,no,2,4,1,36,80,yes,5,Russell,1,Leeds,1203,611,3089,10053,304,57,74880,yes,23469,56.9
28,male,India,Master,Cybersecurity Analyst,4.7,5,79,6644,27881,no,no,low,Data Analyst,yes,2,4,4,29,73,yes,5,Russell,2,London,1014,738,2969,8026,496,62,60320,no,19593,51.8
25,male,India,Master,Data Analyst,3.5,3,72,11612,28756,no,no,medium,Cybersecurity Analyst,no,4,1,2,44,76,yes,5,Russell,2,London,1242,643,1892,8368,346,65,91520,yes,27939,74.6
32,female,India,Master,Web Developer,0.9,5,79,8852,15394,yes,no,medium,Software Engineer,yes,5,5,4,40,76,yes,5,Russell,2,Leeds,1150,873,1508,8766,339,66,83200,yes,25704,67.6
32,male,India,Bachelor,Business Analyst,4.9,4,68,5045,24935,yes,yes,low,Business Analyst,yes,1,2,3,32,74,yes,5,Non-Russell,1,Manchester,906,519,2112,7855,421,58,66560,no,19411,60.6
32,male,India,Master,Data Analyst,3.8,5,66,10434,19586,no,no,low,Business Analyst,yes,2,5,2,21,82,yes,5,Russell,1,Nottingham,1488,563,3443,12871,434,63,43680,no,18256,18.0
25,female,India,Bachelor,AI Engineer,2.3,5,63,7556,20926,no,yes,high,Cybersecurity Analyst,yes,4,1,5,40,74,yes,5,Russell,1,Birmingham,1078,788,2214,12723,439,71,83200,yes,24512,66.7
27,female,India,Master,Web Developer,4.0,5,78,11951,28716,no,no,medium,Business Analyst,yes,4,4,1,29,84,yes,5,Russell,1,Manchester,1044,580,3427,6446,452,70,60320,no,20991,50.9
24,male,India,Master,AI Engineer,1.6,3,81,10449,8997,yes,no,medium,Software Engineer,no,4,5,1,44,79,yes,5,Russell,2,London,1315,696,1609,7597,327,71,91520,yes,19417,84.9
26,male,India,Bachelor,Web Developer,2.1,4,78,6681,28460,no,yes,medium,Software Engineer,yes,1,2,4,30,77,yes,5,Russell,1,Birmingham,1565,881,2333,6209,376,69,62400,no,25760,38.7
33,female,India,Bachelor,AI Engineer,5.5,3,65,7199,22390,yes,no,low,Business Analyst,no,3,4,1,31,76,yes,5,Russell,1,Leeds,1020,568,1765,6848,474,74,64480,no,25965,50.0
24,female,India,Bachelor,Data Analyst,1.7,3,86,10768,14099,yes,no,high,Business Analyst,yes,5,2,5,22,83,yes,5,Russell,2,Manchester,1023,685,2896,11958,348,61,45760,no,22114,22.7
